product_name,product_code,ITEMS,product_price,message,score,created_at
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"믿고 먹으려고 도전합니다 ~~~~~~ 맛은 고소하고 괜찮아요





(2024-06-27 20:22:25 에 등록된 네이버 페이 구매평)",5,2024-06-28 03:41:44 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😆 감사합니다!,5,2024-06-26 21:40:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"재구매했어요. 빠른배송 감사드려요





(2024-06-24 23:36:17 에 등록된 네이버 페이 구매평)",5,2024-06-25 03:44:22 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,무난한 상품이에요 😶 감사합니다,3,2024-06-24 19:47:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🌈 감사합니다.,5,2024-06-21 23:33:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"저효소종류별로다먹어봤는데
요...
저효소종류별로다먹어봤는데
요것도먹기맛도괜찬고효소효과가역가수치높아서
밑고항상챙겨다녀요
금방배고파지는게단점일수있지만
그만큼음식물분해가잘되는거겠죠^^
마이해빗이번에알게됬는데모로오렌지랑효소
진짜잘먹구효과잘보구있어요
추천해요",5,2024-06-20 19:06:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😀 감사합니다.,5,2024-06-19 06:40:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😆 감사합니다!,5,2024-06-18 19:19:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"다른 효소 많이 먹어봤지만 마이해빗이 역시 짱이네요.





(2024-06-17 16:39:27 에 등록된 네이버 페이 구매평)",5,2024-06-18 03:22:56 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🌈🌈,5,2024-06-16 19:55:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🌈 감사합니다.,5,2024-06-16 19:53:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😃😃,5,2024-06-16 19:36:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"40대 넘어서 소화가 안되는거 같아서 효소를 선택했는데 아직 초반이라서 잘 모르겠어요.

(2024-06-15 15:16:54 에 등록된 네이버 페이 구매평)",5,2024-06-16 02:48:52 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🙂 감사합니다.,5,2024-06-09 19:21:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🍀 감사합니다.,5,2024-06-08 04:17:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😃😃,5,2024-06-06 19:27:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"정형외과 약 복용후 자꾸 소화와 붓기가 심했는데 효소 복용후부터 약을 먹어도 그런증상이 없더군요
덕분에 몸도 슬림 해지고 남편에게도 챙겨 줬더니 불뚝 나와 있던배가 점차 빠지고 있어요
단지 화장실에서 어마어마한 배변이...
변기 막히는줄...",5,2024-06-02 07:41:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"지난달 우연히 지인으로 선물받아 한달 먹었는데 너무 좋아서 이젠 제가 직접 구입해서 먹습니다.
제 몸을 위해 꾸준히 먹어볼 계획입니다.









(2024-06-01 19:27:11 에 등록된 네이버 페이 구매평)",5,2024-06-02 03:38:50 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😆 감사합니다.,5,2024-05-30 20:23:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😃 감사합니다.,5,2024-05-29 21:17:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🙂🙂,5,2024-05-27 23:42:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🌈🌈,5,2024-05-27 19:17:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😀 감사합니다!,5,2024-05-26 20:21:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,꾸준히 먹고 있어요,5,2024-05-26 06:46:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"항싱 먹고나면 더부룩했는데 효소 먹으면 그래도
속이 편해요 꾸준히 먹는 템",4,2024-05-17 08:34:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,아주 만족해요^^,5,2024-05-14 10:05:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😍 감사합니다.,5,2024-05-12 19:51:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.🙂 감사합니다!,5,2024-05-12 19:39:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요👍 감사합니다.,5,2024-05-12 19:25:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"저녁을 조금 늦게 먹어도 효소 한포 먹어주면 담날 아침 속도 편하고 아주 좋아요

(2024-04-30 21:17:49 에 등록된 네이버 페이 구매평)",4,2024-05-01 02:52:53 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"효소 챙겨먹고 싶었는데 미자님 구독자인데 너무 늦게 구매한걸 후회할정도네요 ㅎㅎ

(2024-04-30 13:35:57 에 등록된 네이버 페이 구매평)",5,2024-05-01 02:46:18 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🙂🙂,5,2024-04-28 21:02:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😀😀,5,2024-04-28 20:13:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🙂🙂,5,2024-04-19 17:49:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.🍀 감사합니다!,5,2024-04-03 22:58:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"비싸거 빼곤 다 만족해요^^
떡뽁기 먹고 한퐇ㅎㅎ",3,2024-04-03 19:53:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🙂🙂,5,2024-03-30 20:00:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,식사후 한포! 소화가 잘 되어 속 편안합니다,5,2024-03-30 19:32:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🍀 감사합니다.,5,2024-03-30 19:28:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,딸내미가 먼저 먹어보고 추천해줘서 지금은 딸과 같이 잘 먹고 있네요~,5,2024-03-28 12:39:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"과도한 탄수화물이나 기름진 음식을 섭취했을때 먹으면 소화도 잘되고 아주좋은거 같아요 꾸준히 복용할 예정입니다

(2024-03-26 22:56:54 에 등록된 네이버 페이 구매평)",4,2024-03-27 02:55:09 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"매일 소화가 안되어서 힘들었는데 정말 효소습관최고최고 예요 이거 막고나선 속부대끼고 힘든게 괜찮아지고 있어요
매일 잊지않기위해 식탁에 쟁여놓고 있어요ㅋ",5,2024-03-26 20:27:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😆 감사합니다.,4,2024-03-26 19:50:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"음식먹고 끄윽끄윽 거리는 증상이 많이 줄었고
먹고나서 더부룩한건 없어졌어요 !
무한신뢰합니다 만족하여 또 구매 예정이예요",5,2024-03-25 08:51:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😀 감사합니다.,5,2024-03-24 19:42:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 👍👍,5,2024-03-24 00:32:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.🌈 감사합니다!,5,2024-03-23 19:35:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😀😀,5,2024-03-23 19:27:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"개별포장 잘 되어있고 쿰쿰한 냄새없이 고소한 향이 나서 좋아요!







(2024-03-20 15:15:23 에 등록된 네이버 페이 구매평)",5,2024-03-21 03:18:57 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😍 감사합니다.,5,2024-03-20 19:53:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🙂🙂,5,2024-03-20 19:49:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,구매해서 꾸준히 먹고 있는데 소화 잘되고 속이 더부룩하고 가스 차던 증상이 없어졌어요 ㅎㅎ 다먹고 재구매 할겁니다 제가 과자나 빵 종류를 좋아해서 효소는 필수템이 될것 같아요,5,2024-03-18 21:48:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🙂 감사합니다.,5,2024-03-09 23:27:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😀😀,5,2024-03-09 20:41:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😀 감사합니다!,5,2024-03-09 19:59:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요🍀 감사합니다.,5,2024-03-09 19:54:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,재구매에요. 꾸준히 먹어보려구요.,5,2024-03-07 05:52:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.👍 감사합니다!,5,2024-03-05 23:31:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,더 구매 갑ㄴㅣ다~!!!!!!,5,2024-03-05 02:40:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,소화도 잘되고 배변도 잘 해결되니 너무 좋아요,5,2024-03-03 22:30:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😆 감사합니다!,5,2024-03-01 19:39:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😍 감사합니다.,5,2024-02-25 21:59:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😃😃,5,2024-02-24 21:15:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😃 감사합니다.,5,2024-02-24 20:22:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😆😆,5,2024-02-21 21:57:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😃 감사합니다.,5,2024-02-21 20:37:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😍😍,5,2024-02-21 01:51:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😃 감사합니다!,5,2024-02-19 07:30:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"공구 놓쳐 사려면 솔직히 비싸서 ㅠ 이만한 효소가 없는 저로써는 공구 놓쳤지만 그래도 주문했습니다
없으면 불안해서 항상 주문합니다",5,2024-02-18 20:20:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족하지는 못했어요.,1,2024-02-18 19:25:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😍 감사합니다.,5,2024-02-12 22:59:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😀 감사합니다.,5,2024-02-10 19:55:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😆 감사합니다!,5,2024-02-10 19:08:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족해요. 꽤 좋은 선택이었던 것 같아요.😆 감사합니다!,5,2024-02-05 05:08:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 😆😆,5,2024-02-04 21:07:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,만족할 만큼 좋은 상품이에요😍 감사합니다.,5,2024-02-04 21:04:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,잘 산 것 같아 기분이 좋아요 🙂🙂,5,2024-01-30 21:54:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"속이 더부룩하고 소화안될때 먹으니 속이 편안해졌어요
설쿠폰까지 써서 저렴하게 잘구매했습니다^^",5,2024-01-30 08:23:00 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,"임산부 친구한테 선물로 줬는데 좋다고 하네요

(2024-08-05 21:07:50 에 등록된 네이버 페이 구매평)",5,2024-08-06 02:51:43 +0900
[1&1] 마이해빗 프리미엄 효소습관,236,효소습관 오리지널,81000,밥 먹고 나서 서 꼭 먹고 있어요  필수템 ,5,2024-09-16 17:23:25 +0900
마이해빗 초코 그래놀라 쉐이크 1박스(7개입),242,초코 그래놀라 쉐이크,25900,잘 산 것 같아 기분이 좋아요 🌈🌈,5,2024-07-20 19:59:00 +0900
마이해빗 초코 그래놀라 쉐이크 1박스(7개입),242,초코 그래놀라 쉐이크,25900,"진짜 이것저것 많이 먹어봤는데 마이해빗 쉐이크만큼 맛있는거는 없는거 같아요
아침을 안먹는습관이 있었는데 출근해서도 간편하게 먹을수 있는거 같아서 좋은거 같아요





(2024-07-12 21:32:37 에 등록된 네이버 페이 구매평)",5,2024-07-13 03:55:55 +0900
마이해빗 초코 그래놀라 쉐이크 1박스(7개입),242,초코 그래놀라 쉐이크,25900,초코맛도 좋고 맛있어서 관리하기좋아요,5,2024-06-29 19:45:00 +0900
마이해빗 초코 그래놀라 쉐이크 1박스(7개입),242,초코 그래놀라 쉐이크,25900,"진짜 먹기 너무편하고 먹어본것중에 제일 맛있는거 같아요

(2024-06-11 09:11:49 에 등록된 네이버 페이 구매평)",5,2024-06-12 02:42:29 +0900
