ID,RATE,CREATED,REVIEW
tres******,5,25-03-07,진세노사이드 성분 함량 높아서 좋아요
5352***,5,25-03-07,한달사용성분이 좋아서 샀는데 잘먹고 있어요
ca_s***,5,25-03-09,한달사용재구매항상 믿고 잘 먹고 있습니다
dutl***,5,25-02-17,한달사용재구매이것덕분에 이번 겨울은 감기 없이 잘 지내고 있어요 몸이 좋아진듯하고 아주 만족합니다 다먹으면 또 구매하러 올께요 번창하세요
jeao***,5,25-03-08,한달사용추운 날씨에 잘 먹었네요
socc******,5,25-03-05,한달사용재구매배송빠르구요.좋아요.
k5****,5,25-02-17,한달사용부모님 챙겨드시라고 선물해드렸어요. 이 제품이 다른 제품들보다 진세노사이드가 많이 들어가있는데 가격이 합리적이라 매우 만족입니다.
o3****,5,25-02-28,짱조아 너무씁쓸해 하지만 조아 몸에 조으니깐 짱짱
chie*****,5,25-02-19,"부모님 가끔 사드려요ㅎ 소문듣고 꾸준히 구매
정직한 제품 끝까지 부탁드려요ㅎ"
park*****,5,25-02-24,한달사용확실히 먹어봤을때 진해서 홍삼 먹는 느낌이 제대로 나서 좋았어요.
so****,5,25-02-21,한달사용재구매믿고머코있어요!  뉴스에서 진생 이젤함량높다고해서 먹고있습니딘
kang***,5,25-02-27,한달사용꾸준히 먹다가 안 먹으면 그 효과를 역으로 체감하는 제품입니다.
worl******,5,25-02-16,친구가 출산해서 선물로 보내줬는데 먹기 편하다고 좋아하네요. 선물한 보람이 있었어요.
thdu****,5,25-03-06,한달사용찾아보니 진세도사이드도 괜찮게 들어있고 스틱형이라 편하게 먹을수 있을 것 같아 선물로 구입했어요~~ 아빠가 잘 드시네요
wooz******,4,25-03-01,한달사용재구매겨울동안 감기 안하고 넘어갔네요~
dusd*****,5,25-03-09,"추천받아서 먹고있는데 좋아요
 금액도 좋고  이거먹다 다른거 못 먹을것같아요ㅎ"
ansg****,5,25-02-25,한달사용재구매건강을위해~  왜이리 빨리없어지는지 ㅜㅜㅎ
tiam*****,5,25-02-24,한달사용재구매환절기때마다 챙겨먹고 있어요!
seon****,5,25-02-22,항상 잘 이용하고있오요
jjhe*****,5,25-03-07,"한달사용잘받았습니다. 품질이 좋아요, 감사합니다."
ther****,5,25-03-07,한달사용아주 좋아요 맛도 좋고
yeon*****,5,25-02-14,한달사용함량 대비 가격 착하고요 확실히 면역력 좋아집니다
yo****,5,25-02-27,"한달사용재구매대동고려삼 홍삼정 프리미엄 홍삼스틱(10ml x 30포)/진세노사이드20mg/불로건.
역시 좋아요.
조금 쉬었다가 재주문 하겠습니다."
carr******,5,25-02-22,좋아요 많이 파세요
dd****,5,25-02-22,한달사용재구매저렴하게 잘 샀어요
dlsn********,5,25-02-07,"남편이 손발이 차고 골골거려서 
검색해서 여기 홍삼으로 구매했어요
먹고 괜찮으면 또 올게요:)"
ai****,5,25-03-11,애용하는 홍삼이에요 감사합니다
soft*****,5,25-03-12,한달사용재구매항상 잘 먹고 있습니다
nann*****,5,25-03-12,생일 선물로 보내주니 참 좋아합니다.
pakj******,5,25-02-14,한달사용재구매감기로 인해 홍삼을 먹고 있는데 좋은거 같아요
dbwl*****,5,25-02-15,한달사용딱꼬집어말할수없지만 안먹을때보다 기운이 있는거같아요
jazz******,5,25-02-14,한달사용아주 좋아요. 추천합니다.
noel***,5,25-01-15,"면역력 강화를 위해 한달치 샀습니다.
계속 먹어보고 마음에 들면 몇달치 더 구매하려고 합니다.

맛이 굉장히 쓰더라구요ㅠㅠ
하지만 인위적으로 단맛을 안넣어서
오히려 건강에는 좋을 거라고 생각이 듭니다.
주위에 선물로 드리기도 좋을 것 같다는 생각이드네요.
굿굿👍더보기"
park*****,5,25-02-11,가족끼리 먹으려고 구입했어요. 잘 맞았으면 좋겠네요.
cool******,4,25-03-03,한달사용부모님께드렸어요 만족하시네요
whdm********,5,25-01-14,"재구매부모님 설 선물로 구매했어요.
저도 피곤할 때 꾸준히 먹으면 활력이 올라가는게 느껴져서 믿고 항상 구매하던 제품이라 이번에도 고민없이 바로 주문했습니다.
선물하기 좋게 종이봉투도 챙겨주셔서 너무 좋아요!"
whdm********,5,25-02-13,"한달사용재구매매번 구매하는 제품입니다
먹으면 확실히 달라요"
kims*****,5,25-03-01,"한달사용매번 주문해서 먹고 있습니다
믿을수있는 제품이라 좋아요"
crew*********,5,25-01-29,한달사용홍삼 함량이 많아서 주문했어요~ 컨디션 관리상 매일 비행 가방에 홍삼을 들고 다니는데 ㅈ* 제품보다 함양도 높아서 만족해요! 👍
soso*****,5,25-02-27,한달사용다 먹고 없네요 효과는 안 먹는 것 보다 나은 것 같습니다.
hiso****,4,25-02-13,선물용으로 아주 좋아요
ghkd******,5,25-02-20,"한달사용겨울철 면역력이 떨어진거 같아서 사먹었어요
재구매의사 있습니다"
boro********,5,25-01-27,재구매매 명절때마다 손님들에게 보내고 있습니다. 감사합니다. (손님들에게 전달 된 물품이라 같은 사진으로 대체합니다. )
boro********,5,25-01-27,재구매매 명절때마다 손님들에게 보내고 있습니다. 감사합니다. (손님들에게 전달 된 물품이라 같은 사진으로 대체합니다. )
boro********,5,25-01-27,재구매매 명절때마다 손님들에게 보내고 있습니다. 감사합니다. (손님들에게 전달 된 물품이라 같은 사진으로 대체합니다. )
boro********,5,25-01-27,재구매매 명절때마다 손님들에게 보내고 있습니다. 감사합니다. (손님들에게 전달 된 물품이라 같은 사진으로 대체합니다. )
boro********,5,25-01-27,재구매매 명절때마다 손님들에게 보내고 있습니다. 감사합니다. (손님들에게 전달 된 물품이라 같은 사진으로 대체합니다. )
boro********,5,25-01-27,재구매매 명절때마다 손님들에게 보내고 있습니다. 감사합니다. (손님들에게 전달 된 물품이라 같은 사진으로 대체합니다. )
shyo******,5,25-02-22,아내와 같이 먹으려고 주문했네요...한약 먹는 것같이 씁니다^^ 약같아 좋긴해요
mimi*****,5,25-02-14,재구매먹고 자면 다음날 일어날 때 거뜬해요. 대학생 자녀들과 잘 먹고 있습니다. 감사합니다.
pate******,5,25-02-12,한달사용재구매매일 아침에 활기를 책임지는!
illh*****,5,25-02-13,한달사용매번 시켜먹고 있습니다
zzza*******,5,25-02-23,한달사용먹기편하고 좋아요.꾸준히 먹습니다
puss***,5,25-02-07,"부모님 선물해드렸는데 맘에 들어하세요!
복용하고 면역력도 좋아진것 같다고 하시네요!
앞으로 또 구매할거 같아요"
djdy******,5,25-02-09,재구매1년 넘게 계속 꾸준히 복용중 면연력 강화
chsu****,5,25-03-03,한달사용피료 회복에 좋은것 같아요
song*****,5,25-02-25,홍삼맛이 진하고 진세노사이드 함량이 높아서 좋아요
doni****,5,25-01-20,한달사용함량보고 선택했는데 아주 좋았어요. 겨울마다 감기 달고사는데 올겨울은 신기하게 안아프고 지내고 있어요. 면역력이 높아진 걸 확실히 느낍니다.
misu*****,5,25-02-11,한달사용재구매행사많이하면 좋겠어요
lck9***,5,25-01-29,한달사용만족합니다. 다음에 또 사먹을께요
ezki***,5,25-02-24,한달사용빠른 배송에 너무 만족합니다
kimm*******,5,25-02-05,지인 추천으로 주문했는데 좋아요
msa1***,5,25-02-21,한달사용가성비 좋고 효과도 좋아 계속 먹고 있어요
soft*****,5,25-02-21,재구매배송도 빠르고 항상 잘 이용하고 있습니다
jeao***,5,25-02-05,배송 빠르고 삼품 좋네요
dw****,4,25-02-21,한달사용재구매이 제품 자주 애용하고 있습니다. 만족합니다
ir****,5,25-02-07,재구매벌써 한박스 뚝딱입니다~
rush****,5,25-01-16,"재구매먹어보니 괜찮아서 지인주려고 재구매 입니다.
달지않고 본연의 맛을 잘 살린듯요
번창하세요"
lyn4****,5,25-01-28,요즘 몸이 안좋아서 다른 영양제말고 홍삼을 먹어볼까해서 구매했어요
ilov*****,5,25-01-28,"먹어보니 진하게 좋으네여
역시 대동고려홍삼 최고에요"
9600***,5,25-01-26,"한달사용재구매확실히 먹은 날과 안 먹은 날 다르다고 하네요.
잘 먹고 있어요"
pati******,5,25-02-22,요즘 많이 피곤해서 먹여볼려고 구매했어요
snow******,4,25-02-20,재구매배송빠릅니다 엄마가 좋다고 시켰어요
dutl***,5,25-01-14,재구매할인행사로 싸게 잘구매를 한듯 하네요 항상 구매를 하는 곳이라서 다먹으면 또 구매하러 올께요 번창하세요
snip******,5,25-01-24,"명절에 선물로 최고에요 
항상 구매중입니더"
wjdw*******,5,25-02-19,가격 대비 훌륭한 결정이고 그만한 품질을 갖췄어요
appl***,5,25-02-20,한달사용빠른 배송 감사합니다.
sis4***,5,25-01-29,명절 어른들에게 선물했는데 좋습니다
chsu****,5,25-01-21,저번에도 시켰고 이번에 친척 설 선물 드리려고 14개 구입 했어요
yj97****,5,25-01-17,"한달사용컨디션 난조로 급하게 한달 복용했어요. 
면연력 향상에 도움 되는듯
바짝 기운 나네요."
lsmt*****,5,25-02-02,재구매역시나 믿고 보는 !!
sin8*****,5,25-02-12,"재구매말이 필요 없는 효도 선물입니다 
항상 아버지 명절 선물로 구매하고 있어요"
yspa******,5,25-01-22,재구매먹기 간편하고 함량 및 성분이 괜찮아서 수시로 주문해서 먹고 있습니다.
ther****,5,25-01-21,단맛이 없어 진짜 홍삼액기스 먹는 맛이라 좋네요
yuly*****,4,25-01-24,한달사용약 효과 정말 좋습니다. 감사합니다.
dmss******,5,25-02-08,한달사용잘 먹었습니다.다음에 또 주문할게요.
wooz******,4,25-01-24,"재구매이 홍삼 계속 먹고 있는데 그 덕분인지는 몰라도
감기를 안하네요~~"
ir****,5,25-01-31,"재구매한달 반동안 15박스
구매했습니다^^"
wndu******,5,25-01-24,재구매매번 구매중! 쇼핑백바꼈네요 굿
jung********,5,25-01-09,재구매항상 장인어른댁갈때 미리 구비해두는 홍삼!!!장인어른이 정말좋아하셔서 갈때마다 항상 사가는 제품입니다!!!좋은제품 감사합니다!!
hsp3***,5,25-01-22,재구매해외에 있는 아들에게 보내려고 세일할 때  구입.우편으로 보내기 편리해요
nari***,4,25-01-21,재구매진노세사이드 함량이 높은 제품이라 계속 구매ㅁㅇ먹고있는데 세일해서 좋은 가격에 사서 좋아요
hj****,5,25-01-28,재구매꾸준히 잘먹고있어요
andy****,3,25-01-28,고려삼 조아요 좋아요
arco****,5,25-01-29,선물용으로 좋아요~
socc******,5,25-01-23,재구매배송빠르구요.좋아요
khu3***,5,25-01-22,건강을 위해 재구매하여 잘 먹고 있어요
dw****,4,25-02-16,재구매가격도 적당하고 먹기 편합니다
dae1***,5,25-02-15,한달사용함량도높고 진하고 좋아요~~~
baby******,5,25-01-18,매번 주문하여 선물합니다 받는 사람도 주는 사람도 너무나도 만족하네요
pkc5***,5,25-01-23,한달사용재구매또 주문 건강 관리위해서
rush****,4,25-01-05,"정관장 보단 내용물이 살짝 묽은감이 있네요
달지 않아 좋아요.
진세노이드가 가장 많이들어있다기에  믿고 먹어보겠습니다"
ansg****,5,25-01-24,재구매감기걸리지말자~  요번에도 잘먹겠습니다 ~^^
wooz******,4,25-01-24,한달사용재구매꾸준히 하루 한포씩 먹고 있어요.
won2***,5,25-02-10,"한달사용진세노사이드 함량이 높아서
매번 구매합니다 좋은품질^^"
yo****,5,25-02-01,"재구매[본사직영]대동고려삼 홍삼정.
세번  주문해서 먹고 있습니다.
선택은 잘한것 같습니다.
다음번에도 주문하겠습니다."
sice****,5,25-01-17,"매년 구매해서복용하고잇어요
잘 복용하겟습니다 ㅎ"
sy****,5,25-02-07,재구매가격은 좀 있지만 진세노사이드인가 함량이 높다고 해서 구입했서요
epic***,5,25-02-09,진세노사이드가 20%가 넘는 고함량 제품이라 계속 구입하고 있습니다.
yqkq***,5,25-01-16,다치거나 상처가 나면 오래 낫지 않았는데 좀 기간이 짧아진걸 느낍니다
maho********,5,25-02-07,한달사용잘받았습니다 감사합니다
yk****,5,25-02-07,한달사용재구매피곤함도 없어지고 먹기 간편하고 좋아요
5352***,5,25-01-18,성분이 좋아서 믿고 구매해봅니다
hyeo******,5,25-01-31,재구매설날 선물로 사드렸어요 부모님이 엄청 좋아해요
show*****,5,25-02-04,한달사용매년 구입해서 신랑 주는데 면연력에 좋아요
coco*****,5,25-02-05,"재구매매번 홍삼 구매해서 먹고 있습니다!
먹으면 피로도 풀리고 좋네요~"
jazz******,5,25-01-14,아주 좋아요. 추천합니다.
zesu***,5,25-02-08,재구매늘 먹던제품이라 재구매했어요!
dd****,5,25-01-18,재구매저렴하게 잘 샀어요
shin****,5,25-01-22,"재구매엄마 선물해드렸는데 좋아하시네요.
좋은 제품 할인도 받고 좋습니다."
wjdg*******,4,25-01-14,달지않고 휴대해서 먹기좋아요
hy****,5,25-02-07,"한달사용꾸준히 복용. 
벌써 너댓번째 구매"
whk1***,5,25-01-15,한달사용매번 잘 먹고 있습니다
gwan****,5,25-01-20,한달사용만족합니다 ~ㅎㅎㅎ
jksg****,5,25-02-06,한달사용이 제품만 쭉 먹고있어요.
wool******,5,25-01-26,재구매이번에도 엄마께 보내드렸어요 :-) 완전 만족
four*****,5,25-02-02,한달사용배송빠르고 만족합니다
benu****,5,25-01-26,한달사용늘 이 제품만 챙겨 먹어요. 함유량이 많아서 좋아요.
pakj******,5,25-01-03,진노사이드 함량이 높아서 홍삼 먹을때 대동고려삼 홍삼정을 먹습니다 면연력이 떨어져서 먹어보려 시켰어요
inpl*****,5,25-01-31,단 맛이 없고 진해서 좋습니다
sara********,5,25-01-24,재구매자주 시켜 먹고 있습니다. 늘 믿고 구매해요
jjb5***,5,25-01-14,한달사용와이프가 즐겨 먹고 있습니다.
bobo****,4,25-02-13,좋아요좋아요 좋아요좋아요 좋아요좋아요
benu****,5,25-01-25,재구매매번 먹고 있는 제품 입니다. 함유량이 높아서 이 제품만 먹어요
jjsn****,5,25-02-01,가성비 갑 너무 좋아요
tiam*****,5,25-01-12,재구매면역력을 위해 잘 챙겨먹어요~
ir****,5,25-01-04,"재구매미국 제부한테 5박스 보냈습니다.
쌉쌀하니 진하다고 아주
좋아하네요~"
pakj******,5,25-01-07,재구매믿고 다시 주문했습니다 진하고 좋아요
pkc5***,5,25-01-11,재구매좋아요 40대니 관리해야죠
jw_1***,5,25-01-10,한달사용홍삼 먹으면 좋다고해서 먹어요
socc******,5,25-01-06,한달사용재구매배송빠르구요.좋아요.
zzza*******,5,25-01-03,꾸준히먹고있는제품으로 홍삼 쓴맛이 잘느껴져서좋습니다.
appl***,5,25-01-07,빠른 배송 감사합니다 ~~
ir****,5,25-01-04,"이건 친구 생일 선물로 보내니
너무 좋아하네요~"
kims*****,5,25-01-05,재구매먹기엔 쓰지만 건강해지는 느낌이라 계속 먹고 있어요
divi****,5,25-01-26,재구매때마다 세일땨 쟁여놓는 물건입니다 말해 뭐햐
yeon*****,5,25-01-04,재구매정말 진해요 타사 제품에 비해 훨씬 좋은 느낌입니다
yeon*****,5,25-01-04,정말 진해요 타사 제품에 비해 훨씬 좋은 느낌입니다
syun*****,5,25-01-07,할인하길래 남편줄려고 구매했어요❤️
msa1***,5,25-01-21,가성비 높고 효과 좋아 계속 먹고 있어요
hj****,5,24-12-25,한달사용재구매꾸준히 잘먹고 있어요. 만족해서 재구매중입니다.
az****,5,25-01-29,재구매항상 주문해서 먹습니다.
pate******,5,25-01-12,재구매2025년의 면역력을 책임질…
ca_s***,5,25-01-07,항상 믿고 먹는 홍삼입니다.
kang***,5,25-01-05,재구매입니다~ 좋은 제품 많이 파세요!
frds*******,5,25-01-23,한달사용포장 가격 배송 다 만족하는 제품
ksg1***,5,25-01-05,재구매배송 빠르고 좋아욯ㅎ
dbwl*****,5,25-01-03,기력보충되고 좋아요
kr****,4,25-01-25,대동고려삼 믿고복용합니다.
ok****,5,25-01-17,한달사용재구매맛있고 깔끔해서 좋아요
gjwj********,5,25-01-04,재구매두번째주문인데 진합니다
cuag****,5,25-01-01,생각나면 한번씩 사먹어요.
park******,4,25-01-06,한달사용잘먹고 있어요~~~~~
ansg****,5,25-01-21,한달사용산다산다는게 계속미뤗네..  조만간 또 먹어야지
soft*****,5,25-01-22,한달사용재구매배송 잘 받았습니다
soft*****,5,25-01-22,재구매배송 잘 받았습니다
shvd******,5,24-12-03,한달사용저는 홍삼이 잘 맞는 체질이라 잘 먹고 있습니다. 홍삼은 감기가 오려고 할 때 진하게 먹으면 감기 안 걸리더라고요. 그리고 진노세이든가? 진세노이드던가? 이게 어 홍삼음에 많이 들어 있어서 좋아요
naeu*****,5,24-12-27,한달사용감기 자주걸려서 먹는데 잘안걸리고 좋아요
audj***,5,25-01-11,"재구매두번째 구매입니다.
타 제품에 비해 좀 쓰긴하지만 효과가 있길바라며 선물용으로 하나 더 구매해요!"
djdy******,5,24-12-28,한달사용재구매높은 함량 면연력 강화 꾸준히 먹고 있어요
al****,5,25-01-20,부모님들이 좋아하세요
audj***,5,25-01-19,재구매선물용으로 3번째 구매입니다
coli*****,5,25-01-09,한달사용가성비 최고 홍삼액.좋은것 같아요
km****,4,24-12-24,"한달사용마실땐 모르겠는데
안 마시면 티가 나는거 같아요"
sung*****,4,25-01-17,어머님께서 맛있다고 하시네요
jjb5***,5,24-12-14,쓴 맛이 몸에 좋은 것처럼 엄청 씁니다ㅎㅎ먹고 기력 회복해야겠어요
zesu***,5,25-01-07,한동안 먹다가 끊었는데 요즘 다시 몸이 피곤해져 주문했는데 피로감이 덜해진거 같아요^^
alis********,5,25-01-13,한달사용가성비가 좋다고하니 믿고 먹으려구요
esth******,5,25-01-06,아빠 선물로 주문했어요~~ 할인해서 잘 샀어용
hyej*******,5,25-02-04,좋아요~~좋아요~~
wooz******,4,24-12-27,재구매계속 먹는중 이요~
whtn******,5,25-01-06,"명절마다 선물하려고 구매중입니다.
좋다고들 하시니 안살수가없네요"
dutl***,5,24-11-30,"한달사용재구매아주 만족합니다 몸이 좋아지는 듯 하네요
자주애용할께요 번창하세요 재구매의사가 있습니다"
paeh****,5,24-12-04,무가당임에도 적당한 맛에 필수성분 함량이 많아 좋아요! 배송도 대단히 빠릅니다.
guda*****,5,25-01-21,Good~~~Good~~~Good~~~
firs*****,5,24-11-21,"와이프 빼빼로데이 선물로 뭐살지 고민하다가 홍삼스틱을 샀는데 마음에.들어하네요 ^^
그리고 월래 정**껄 먹었는데 맛은 동일하다고합니다
그리고 (표기기준)홍삼에들어있는 성분이 많이들어간거같아서 만족도가 좋네요 ^^"
bsmi*****,5,24-12-08,한달사용매일매일 잘 먹고있어요 너무 피곤해서 샀는데 피로가 많이 회복되네요!
maho********,5,25-01-03,잘받았습니다 잘쓸게요 감사합니다
dae1***,5,25-01-13,좋은가격에 구매했어요 ~~~~
is****,4,25-01-08,재구매를 합니다.좋은 제품 만들어 주세요
yo****,5,25-01-03,한달사용세번째 먹고 있는데 확실히 컨디션이 좋아진것 같습니다.
sje1***,5,24-12-20,한달사용재구매면역력이 강화되는 거 같아요
kims*****,5,25-01-04,"매번 주문해서 먹고 있습니다
가격도좋고 믿을수 있는 제품입니다"
msms****,5,24-12-15,"한달사용감기로고생하다 한달 먹었는데
더구매해서 먹어보려고요"
hiok***,5,24-12-26,한달사용매번 애기가 감기하고나면 따라하던 신랑이였는데 이번엔 조용히 넘어가네요. 꾸준히 먹여야겠어요
hj****,5,24-12-18,한달사용꾸준히 잘먹고 있어요
snow******,4,24-12-31,배송빠릅니다 사포닌이 많이 들어있다고 해서 주문했어요
yk****,5,24-12-28,재구매피로도 줄어들고 면역력이 좋아지는것 같아서 한통 더 구매했습니다
hy****,5,25-01-05,진세노사이드 함량 1위라서 가끔씩 구매
jksg****,5,25-01-01,꾸준히 먹고 있는데 감기를 달고 있었는데 올려다가 좋아진데요
kle0****,5,24-12-12,한달사용여러제품보다 더좋은것같아서 이것만 먹어요
hj****,5,24-12-18,재구매꾸준히 먹아보려구요
ybjr****,5,25-01-06,먹으면먼가힘이나요!
dw****,4,24-12-30,재구매여러번 구매해서 먹는중인데 만족합니다
hydr******,4,24-12-13,한달사용항상 만족하고있어요
hy****,5,25-01-05,재구매부모님 건강챙기려 구매.
misu*****,5,24-12-11,"한달사용가격이 좀내렸음 좋겠어요 
환절기땐 꼭 먹어요"
naeu*****,4,24-11-25,"유튜브 보고 비율 대비 가성비 좋다고해서 구매했는데 맛이 엄청 쓰네요ㅜㅜ 건강에는 좋겠지만,, 잘먹어보겠습니다"
four*****,5,24-12-11,배송빠르고 만족합니다
yk****,5,24-12-28,한달사용가격도 적당하고 피로도 안생기는 거 같아요추천합니다
rara******,5,24-09-28,"얼마전부터 부모님 두분 모두 과로하셔서 입원을 반복하셨어요. 그리고 저도 두달전에 큰 수술을 받아서 이여름에 한기를 느끼고 있으니.. ㅠㅠ 온가족이 모두 체력 보강을 위해 홍삼을 먹기로 했어요. 물론 처음엔 가장 유명한 ㅈㄱㅈ을 구매하려고 했는데. 갑자기 예전에 들었던 뉴스가 기억이 나더라구요. 그래서 기사를 찾아보니 비싼 브랜드라고 해서 성분이 많은게 아니다, 걸죽하고 진하다고 해서 성분이 진한게 아니다, 쓰지않게 넣은 높은 당류 당뇨병을 앓고 계시는 부모님들께는 좋지 않다 등등.... 정말 공부 많이 했습니다. 그리고 대충 사기엔 싼가격이 아니잖아요!ㅎ 그래서 구매하게된 홍삼정 프리미엄! 성분도 기재된 것보다 더 높고!! (왜 낮게 적혀있지?)  가격도 저렴하니 가성비가 너무나 좋다!!!! 
(제 기준으로) 잘 알려진 브랜드는 아니었지만 무조건 도전해봐죠. 먹고 괜찮으면 더 왕창 쟁여두고 먹으려구요. 맛은 저한텐 쌍화탕?같은 맛처럼 느껴졌어요. 쓰지만 못먹을 정도는 아니었어요. 제가 홍삼을 많이 안먹어봐서 잘 모르지만... 이건 살짝 묽은 느낌? 맑은 쓴물을 쪽~ 빨아먹고 끝. 역시 먹기 편하네요. 매일 가지고 다니면서 잘 챙겨먹고 체력이 얼릉 좋아지길 바래봅니다! 
효과좋은 또 사러 올께요!!더보기"
haku******,5,24-12-08,한달사용재구매항상 재구매하는 제품이에요 좋습니다
kimj*******,5,24-12-13,한달사용매우 쓰긴하지만 피로가 준거같아요 근데 또 적응되니까 비슷한거 같기도 하고 ㅋㅋㅋ 끊었다가 먹었다가 해야하나
dhmk****,5,24-12-27,재구매좋네요 마니파세요^^
taes******,4,24-12-19,"일단 성분표기에 성분이 조아서 먹습니다.
10개의 개별포장에도 seal이 되어있으면 좋을 것 같습니다."
socc******,5,24-12-03,재구매배송빠르구요.좋아요.
ru****,5,24-12-31,한달사용잘 먹고 있습니다....
whdm********,5,24-12-05,한달사용먹고나면 확실히 몸에 활력이 돌아요
powe*****,5,24-12-25,한달사용항상 잘 먹고 있어요 덜 피곤해요
audf****,5,24-11-12,"한달사용첨에 너무 써서 깜짝 놀랬어요 ..^^
하지만 먹고나서 든든한 생각이 드는거보니
좋아요..면역력이 생기는 생각..
조금 더 먹어보면 효과 더 좋아지겠죠. 
감사합니다.더보기"
spec*******,5,24-12-14,유튜브로 다른 제품들과 비교해 진세노사이드 성분 높다고해 사서 먹고 있어요. 좋네요
bara*******,5,25-01-06,좋아요!!!!!!!
whk1***,5,24-12-05,보관하고 먹기 편해요
godm****,5,24-12-24,엄청 쓰긴하지만 그만큼 횩과가 있다 봄
dw****,4,24-12-19,"자주 이용 제품이며,
항상 만족합니다"
jw_1***,5,24-12-07,홍삼먹고 하루아침 시작합니ㅏ
chlo**********,5,24-11-12,"세번째 구매입니다.
환절기 면역 챙기려니 생각나는 불로건 홍삼정이네요~ 열심히 챙겨먹고 건강하게 추운겨울 맞이해야겠네요~"
ajem***,5,24-11-29,항상 구매하던거라 재구매 했어요
km****,4,24-11-22,"재구매했어요
진세노사이드20mg이라고 해서 이것만 삽니다"
21_b*******,5,24-11-16,한달사용함량 좋은건 다들 알고 계시죠~? 가격도 합리적이라 너무 잘 먹고 있어요~
dkdq****,5,24-11-20,쓰긴하지만 그게 건강이겠죠!  너무좋습니다
ra****,5,24-12-16,한달사용잘먹고있어요 감사합니다.
qkrg*******,5,24-12-22,건강해지는 맛이에요 ~ 잘 먹겠습니다 ~ ㅔ
hiok***,5,24-12-10,재구매신랑 건강을 위해 재주문 했습니다. 함량도 높고 좋아요. ㅔ
yspa******,5,24-11-22,한달사용재구매피곤할때 먹으면 도움이 되고 먹기도 편리 합니다.
park******,4,24-11-11,"진세노사이드가 높아서 선택하게 되었어요 쓸까봐 걱정했는데 생각보다는 괜찮네요
일단 꾸준히 먹어봐야겠어요~"
snpa*****,5,24-11-29,한달사용재구매온가족 믿고 먹는 홍삼입니다.
lsm9*****,5,24-11-22,한달사용부모님 선물 드렷는데 너무 좋아하셔요
coli*****,5,24-11-30,가장 우수한 제품.정확한 배송
dusw*****,5,24-11-29,싸게 잘 산것같아용
ansg****,5,24-11-18,아 올해는 몸살 잘걸리네 ㅜㅜ 홍삼없인 안된다~^^
djdy******,5,24-11-26,재구매꾸준히 복용중 입니다
pjs4***,5,24-11-25,한달사용잘받아서 잘먹고 잇습니다.
9600***,5,24-11-13,재구매재구매입니다. 이번 겨울 아프지 않고 잘 보낼 수 있었음 좋겠네요.
bsmi*****,5,24-11-08,손발이 차디찬 소음인이라 먹어보려고 구매했어요 맛 좋아요^^
benu****,5,24-12-06,계속 먹고 있습니다. 함유량도 많고 가격도 좋네요.
lck9***,5,24-12-09,"상품 만족합니다
좋아요"
toss***********,4,24-11-16,한달사용다 먹어가요 재구매 고민중입니다.
lgbc***,5,24-11-19,한달사용건강 보조 식품으로 좋아요
pkc5***,5,24-11-13,좋아요 와이프 건강용 주문
dmss******,5,24-12-11,잘 먹고 있습니다.
